,neighbourhood,latitude,longitude
Manhattan,East Village,40.72288,-73.98342
Brooklyn,Windsor Terrace,40.65766,-73.97614
Manhattan,Harlem,40.81271,-73.94055
Brooklyn,Bedford-Stuyvesant,40.68626,-73.95918
Brooklyn,Gowanus,40.68112,-73.98921
Brooklyn,Crown Heights,40.67404000000001,-73.95616
Queens,Jamaica,40.6705,-73.77787
Brooklyn,Bedford-Stuyvesant,40.68391,-73.95783
Brooklyn,Bushwick,40.69445,-73.91161
Manhattan,Harlem,40.83168,-73.94743000000003
Brooklyn,Bushwick,40.69517000000001,-73.92541
Brooklyn,Bedford-Stuyvesant,40.69087,-73.946
Brooklyn,Bushwick,40.69694000000001,-73.91269
Staten Island,Stapleton,40.62981,-74.07998
Queens,Long Island City,40.75172,-73.9379
Brooklyn,Bedford-Stuyvesant,40.68988,-73.94136999999998
Queens,East Elmhurst,40.75885,-73.86959
Manhattan,Washington Heights,40.84773,-73.93251
Manhattan,Hell's Kitchen,40.75405,-73.99377
Manhattan,East Village,40.72349000000001,-73.9841
Manhattan,Upper West Side,40.79978,-73.96797
Manhattan,Kips Bay,40.74518,-73.97929
Manhattan,Midtown,40.74452,-73.98163000000002
Brooklyn,Bushwick,40.69416,-73.90816
Manhattan,Hell's Kitchen,40.76,-73.98915
Manhattan,Morningside Heights,40.80546,-73.96547
Manhattan,Financial District,40.70738,-74.01281
Brooklyn,Bedford-Stuyvesant,40.69471,-73.94225
Brooklyn,Prospect-Lefferts Gardens,40.65475,-73.96186
Manhattan,Murray Hill,40.74954,-73.97686999999998
Bronx,Baychester,40.87192,-73.84676
Brooklyn,Williamsburg,40.71255,-73.95745
Manhattan,East Village,40.72415,-73.98411
Manhattan,Upper West Side,40.8012,-73.96693
Brooklyn,East Flatbush,40.6327,-73.93921999999998
Brooklyn,Bensonhurst,40.60795,-73.98955
Manhattan,Harlem,40.81800000000001,-73.94134
Brooklyn,Bushwick,40.69207,-73.92331
Brooklyn,Bedford-Stuyvesant,40.69171,-73.95374
Bronx,Tremont,40.84594,-73.89358
Manhattan,Harlem,40.8213,-73.95130999999998
Manhattan,Little Italy,40.71886,-73.99746
Brooklyn,Williamsburg,40.7107,-73.94295
Brooklyn,Williamsburg,40.70943,-73.95064
Manhattan,Washington Heights,40.85115,-73.93703000000002
Brooklyn,Downtown Brooklyn,40.70001,-73.98969
Brooklyn,Bedford-Stuyvesant,40.69347,-73.955
Manhattan,Lower East Side,40.72008,-73.98268
Brooklyn,Williamsburg,40.71869,-73.95358
Brooklyn,Crown Heights,40.67371,-73.94537
Brooklyn,Crown Heights,40.6746,-73.94549
Bronx,Williamsbridge,40.87309000000001,-73.86326
Brooklyn,Williamsburg,40.7097,-73.94001
Brooklyn,Brooklyn Heights,40.69364,-73.99467
Manhattan,East Village,40.73334000000001,-73.9897
Manhattan,Hell's Kitchen,40.75725,-73.9959
Brooklyn,Bedford-Stuyvesant,40.68416,-73.9551
Brooklyn,Canarsie,40.64005,-73.90916
Manhattan,Hell's Kitchen,40.76515,-73.99423
Brooklyn,Fort Greene,40.6862,-73.96973
Manhattan,SoHo,40.72667,-74.00179
Brooklyn,Crown Heights,40.67324,-73.92501999999998
Brooklyn,Fort Greene,40.69369,-73.98074
Brooklyn,Williamsburg,40.71232,-73.96067
Brooklyn,Gowanus,40.67862,-73.9923
Manhattan,Lower East Side,40.7218,-73.98723000000003
Brooklyn,Bedford-Stuyvesant,40.69121,-73.95265
Manhattan,Roosevelt Island,40.76364,-73.94881
Queens,Rego Park,40.72446,-73.85636
Manhattan,Harlem,40.80393,-73.95674
Brooklyn,Park Slope,40.66634000000001,-73.97806
Manhattan,Midtown,40.7523,-73.97287
Queens,Glendale,40.69252,-73.89533
Brooklyn,Sunset Park,40.65003,-74.00657
Brooklyn,Bushwick,40.69453,-73.93053
Bronx,Wakefield,40.88702,-73.86575
Brooklyn,Crown Heights,40.67574000000001,-73.94722
Queens,Woodside,40.74204,-73.90639
Queens,Astoria,40.75865,-73.91736999999998
Brooklyn,Crown Heights,40.67615,-73.94752
Manhattan,Financial District,40.70817,-74.00675
Brooklyn,Bushwick,40.70373,-73.92848000000002
Brooklyn,Williamsburg,40.71432,-73.95629
Brooklyn,Williamsburg,40.71725,-73.9544
Brooklyn,Williamsburg,40.71365,-73.94821999999998
Manhattan,Upper East Side,40.77958,-73.95025
Brooklyn,Sunset Park,40.6589,-74.00018
Manhattan,Upper West Side,40.78293,-73.97636
Manhattan,Harlem,40.82425,-73.9552
Brooklyn,Williamsburg,40.71219,-73.96085
Brooklyn,Williamsburg,40.70608,-73.9313
Brooklyn,Williamsburg,40.70884,-73.95425
Manhattan,Washington Heights,40.83543,-73.94372
Bronx,Norwood,40.87315,-73.87925
Manhattan,Washington Heights,40.85618,-73.93085
Brooklyn,Sheepshead Bay,40.60924,-73.95555999999998
Brooklyn,Bushwick,40.70336,-73.92657
Brooklyn,Red Hook,40.67785,-74.00735
Brooklyn,Boerum Hill,40.68602,-73.98311
Brooklyn,Bedford-Stuyvesant,40.68692,-73.94699
Brooklyn,Bedford-Stuyvesant,40.68924000000001,-73.92818
Queens,Rosedale,40.65219,-73.73729
Brooklyn,Prospect-Lefferts Gardens,40.66325,-73.94978
Queens,Ozone Park,40.67555,-73.85653
Brooklyn,Kensington,40.63491,-73.96795999999998
Brooklyn,Clinton Hill,40.68307,-73.96595
Brooklyn,Clinton Hill,40.68499,-73.96524000000002
Manhattan,East Harlem,40.79376,-73.94679000000002
Brooklyn,Crown Heights,40.67064,-73.9178
Manhattan,Harlem,40.80722,-73.95614
Manhattan,Upper West Side,40.80066,-73.96813
Brooklyn,Bushwick,40.70249,-73.93025
Brooklyn,Greenpoint,40.72186,-73.94588
Brooklyn,Williamsburg,40.70398,-73.93298
Manhattan,Midtown,40.75403,-73.96343
Brooklyn,Crown Heights,40.67305,-73.94788
Manhattan,Murray Hill,40.74863,-73.9767
Manhattan,East Harlem,40.80324,-73.9352
Brooklyn,Bedford-Stuyvesant,40.69023,-73.95428000000003
Brooklyn,Greenpoint,40.72463,-73.95227
Brooklyn,Greenpoint,40.72357,-73.95057
Brooklyn,Williamsburg,40.71627,-73.93956999999997
Manhattan,Harlem,40.81372,-73.95612
Queens,Astoria,40.75777,-73.91577
Manhattan,Upper West Side,40.79948,-73.96314
Brooklyn,Prospect Heights,40.6806,-73.97164000000002
Staten Island,Port Richmond,40.63748,-74.13495999999998
Manhattan,East Village,40.73193,-73.98861
Manhattan,Upper West Side,40.7932,-73.96385
Manhattan,Upper West Side,40.80225,-73.96633
Brooklyn,South Slope,40.66615,-73.98554
Manhattan,Hell's Kitchen,40.75997,-73.99923000000003
Manhattan,East Village,40.72681,-73.98963
Manhattan,Upper West Side,40.80005,-73.9701
Manhattan,Inwood,40.86854,-73.9182
Manhattan,Washington Heights,40.85391,-73.93649
Brooklyn,Prospect-Lefferts Gardens,40.65704,-73.9603
Brooklyn,Vinegar Hill,40.70257,-73.98053
Queens,Forest Hills,40.73526,-73.85065
Manhattan,Murray Hill,40.74819,-73.976
Manhattan,Morningside Heights,40.80371,-73.96324
Brooklyn,Greenpoint,40.72247,-73.95108
Brooklyn,Williamsburg,40.71813,-73.94502
Queens,Forest Hills,40.73437,-73.85226999999998
Queens,Springfield Gardens,40.66413,-73.76651
Manhattan,Gramercy,40.73742,-73.98219
Manhattan,Theater District,40.76044,-73.98321
Brooklyn,Williamsburg,40.70492,-73.93341
Manhattan,East Village,40.73334000000001,-73.98904
Brooklyn,Williamsburg,40.71335,-73.94115
Queens,Long Island City,40.75607,-73.93021999999998
Manhattan,Hell's Kitchen,40.76617,-73.98445
Manhattan,Midtown,40.75794000000001,-73.96143000000002
Brooklyn,Williamsburg,40.71364000000001,-73.96446999999998
Brooklyn,Carroll Gardens,40.6737,-73.99891
Brooklyn,Bushwick,40.70286,-73.91884
Manhattan,Murray Hill,40.74814,-73.97693000000002
Brooklyn,Crown Heights,40.67731,-73.94615999999998
Brooklyn,Williamsburg,40.70959000000001,-73.95747
Brooklyn,Bedford-Stuyvesant,40.68843,-73.92536
Manhattan,East Village,40.72791,-73.98929
Brooklyn,Bushwick,40.70439,-73.92619
Brooklyn,South Slope,40.66458,-73.98722
Manhattan,Greenwich Village,40.73016,-74.00137
Manhattan,Morningside Heights,40.81233,-73.95716999999998
Manhattan,Murray Hill,40.75023,-73.97664
Manhattan,Lower East Side,40.72146,-73.98838
Manhattan,Greenwich Village,40.73193,-73.99931
Brooklyn,Williamsburg,40.71816,-73.95799
Brooklyn,Bushwick,40.69319,-73.91642
Brooklyn,Williamsburg,40.71258,-73.96341
Brooklyn,Bushwick,40.69573,-73.91376
Manhattan,West Village,40.73776,-73.99794
Brooklyn,Bushwick,40.69079,-73.9163
Queens,Rego Park,40.72661,-73.86046
Bronx,Mount Eden,40.84473,-73.91175
Brooklyn,Bedford-Stuyvesant,40.68415,-73.95640999999998
Manhattan,Chelsea,40.75229,-73.9955
Manhattan,Harlem,40.82402,-73.94537
Brooklyn,Bushwick,40.69962,-73.91646
Manhattan,Upper West Side,40.80152,-73.96696
Queens,Flushing,40.75872,-73.82174
Brooklyn,Williamsburg,40.71015,-73.94747
Queens,Arverne,40.58934,-73.80055
Brooklyn,Crown Heights,40.66931,-73.95215
Brooklyn,Crown Heights,40.67537,-73.91821999999998
Manhattan,East Harlem,40.79712,-73.94689
Brooklyn,Sunset Park,40.65379,-74.00272
Manhattan,Lower East Side,40.72007,-73.98385
Queens,Cambria Heights,40.68722,-73.73254
Manhattan,Murray Hill,40.75044000000001,-73.9753
Brooklyn,Williamsburg,40.70798,-73.93652
Manhattan,Chelsea,40.75378,-74.00274
Brooklyn,Flatbush,40.65068,-73.96073
Brooklyn,Greenpoint,40.72528,-73.94467
Manhattan,Midtown,40.75754000000001,-73.96177
Manhattan,Murray Hill,40.74891,-73.97589
Manhattan,Financial District,40.70833,-74.01068000000002
Brooklyn,Flatbush,40.64561,-73.96961999999998
Manhattan,Chinatown,40.71682,-73.99843
Brooklyn,South Slope,40.66412,-73.98161999999998
Manhattan,Upper East Side,40.77896,-73.95146
Manhattan,Hell's Kitchen,40.76011,-73.98828
Brooklyn,Bushwick,40.70263,-73.91568000000002
Manhattan,Upper East Side,40.77299,-73.95745
Brooklyn,Sheepshead Bay,40.59841,-73.96122
Brooklyn,Bergen Beach,40.62929000000001,-73.90821
Brooklyn,Bushwick,40.70819,-73.92005
Brooklyn,Greenpoint,40.72284000000001,-73.93670999999998
Brooklyn,East Flatbush,40.66314000000001,-73.93299
Manhattan,East Village,40.72772,-73.98091
Manhattan,Hell's Kitchen,40.76136,-73.99309000000002
Staten Island,Emerson Hill,40.60642,-74.11756
Manhattan,Upper East Side,40.76844000000001,-73.95340999999998
Brooklyn,Brownsville,40.66032,-73.91341
Brooklyn,Bath Beach,40.59855,-74.0067
Brooklyn,Crown Heights,40.67578,-73.95491
Manhattan,West Village,40.73321,-74.00242
Manhattan,SoHo,40.72681,-74.00771
Brooklyn,Canarsie,40.63959000000001,-73.88158
Brooklyn,Williamsburg,40.70858,-73.9509
Brooklyn,Crown Heights,40.67522,-73.94677
Brooklyn,Greenpoint,40.71966,-73.95428000000003
Manhattan,SoHo,40.72633,-74.00206999999997
Manhattan,Upper East Side,40.76749,-73.96246
Brooklyn,Clinton Hill,40.68318,-73.96067
Manhattan,Financial District,40.71017,-74.00924
Brooklyn,Midwood,40.61421,-73.95347
Brooklyn,Midwood,40.62017,-73.96514
Manhattan,Upper West Side,40.80292,-73.96692
Manhattan,Washington Heights,40.85031,-73.93901
Manhattan,Harlem,40.81711,-73.93563
Manhattan,Chelsea,40.74154,-74.00161
Brooklyn,Williamsburg,40.71275,-73.95665
Manhattan,Upper West Side,40.77127,-73.98191
Bronx,Allerton,40.85961,-73.86361
Manhattan,East Village,40.72696,-73.97433000000002
Manhattan,Harlem,40.82265,-73.94686
Bronx,Allerton,40.87063,-73.84895999999998
Queens,Long Island City,40.75575,-73.93236
Brooklyn,Williamsburg,40.70648,-73.95685999999998
Manhattan,Nolita,40.72184,-73.99471
Queens,Flushing,40.75402,-73.81317
Queens,East Elmhurst,40.76078,-73.87661
Brooklyn,Crown Heights,40.67155,-73.94189
Manhattan,Hell's Kitchen,40.76387,-73.99117
Brooklyn,Gravesend,40.60788,-73.97454
Manhattan,Upper West Side,40.78663,-73.97844
Queens,Glendale,40.70515,-73.8945
Queens,Astoria,40.77407,-73.92262
Brooklyn,Bedford-Stuyvesant,40.68607,-73.95784
Brooklyn,Gowanus,40.67718,-73.99656
Manhattan,Upper East Side,40.76439,-73.96569000000002
Manhattan,Upper West Side,40.78569,-73.97048000000002
Brooklyn,Williamsburg,40.71173,-73.94417
Manhattan,Lower East Side,40.71826,-73.98455
Brooklyn,Flatbush,40.64917,-73.96236
Queens,Long Island City,40.76151,-73.92643000000002
Manhattan,Upper East Side,40.76312,-73.96045
Manhattan,Lower East Side,40.71921,-73.99238000000003
Brooklyn,Williamsburg,40.71666,-73.96644
Manhattan,Harlem,40.82896,-73.94223000000002
Queens,Long Island City,40.76365,-73.93191999999998
Queens,Long Island City,40.74752,-73.92264
Bronx,Baychester,40.87188,-73.842
Manhattan,Murray Hill,40.74966,-73.97601
Brooklyn,Bedford-Stuyvesant,40.69244000000001,-73.94575
Manhattan,Murray Hill,40.7496,-73.97609
Brooklyn,Gowanus,40.67882,-73.99166
Manhattan,Upper East Side,40.77296,-73.95711
Brooklyn,Williamsburg,40.70741,-73.94285
Manhattan,Gramercy,40.73318,-73.98436
Manhattan,Hell's Kitchen,40.76221,-73.98891
Manhattan,Upper West Side,40.79166,-73.97319
Queens,Astoria,40.75704,-73.92135
Brooklyn,Sheepshead Bay,40.59019,-73.96123
Brooklyn,Bushwick,40.69671,-73.92628
Queens,Flushing,40.75364,-73.8108
Brooklyn,Williamsburg,40.71066,-73.94126999999997
Brooklyn,Carroll Gardens,40.68329,-73.99764
Manhattan,East Village,40.7291,-73.97941
Manhattan,Hell's Kitchen,40.75888,-73.99077
Queens,Kew Gardens Hills,40.7224,-73.81039
Brooklyn,East Flatbush,40.65292,-73.94269
Brooklyn,Park Slope,40.67386,-73.98439
Manhattan,West Village,40.73267,-74.00404
Brooklyn,Crown Heights,40.66847,-73.94981
Brooklyn,Bedford-Stuyvesant,40.6792,-73.93070999999998
Brooklyn,East Flatbush,40.6506,-73.92553000000002
Manhattan,Upper East Side,40.76275,-73.96093
Manhattan,Chelsea,40.73884,-73.99767
Manhattan,East Harlem,40.79439,-73.94129000000002
Brooklyn,Williamsburg,40.70849000000001,-73.9619
Brooklyn,Carroll Gardens,40.68333,-73.99802
Bronx,Mount Hope,40.85152,-73.90374
Brooklyn,Bedford-Stuyvesant,40.69334,-73.95079
Manhattan,Upper East Side,40.77948,-73.95152
Queens,Laurelton,40.66971,-73.7473
Manhattan,Battery Park City,40.71842,-74.01523
Staten Island,West Brighton,40.63452,-74.11707
Brooklyn,Williamsburg,40.71143,-73.94009
Queens,Flushing,40.75575,-73.83261
Queens,Long Island City,40.75578,-73.93666
Bronx,Kingsbridge,40.86707,-73.90711999999998
Brooklyn,Bushwick,40.69674000000001,-73.92971999999997
Manhattan,Upper East Side,40.76615,-73.95427
Queens,Flushing,40.75851,-73.8203
Brooklyn,Park Slope,40.67075,-73.9769
Manhattan,Midtown,40.75301,-73.97198
Brooklyn,Bushwick,40.69292,-73.9094
Brooklyn,Bushwick,40.69297,-73.91788000000003
Brooklyn,Kensington,40.64249,-73.97105
Manhattan,Upper West Side,40.77356,-73.98007
Brooklyn,Borough Park,40.63993,-73.98209
Brooklyn,Bushwick,40.69501,-73.92538
Manhattan,Hell's Kitchen,40.7625,-73.99568000000002
Manhattan,Washington Heights,40.85152,-73.93804
Brooklyn,Bushwick,40.70919,-73.92158
Manhattan,Harlem,40.80115,-73.95262
Queens,Astoria,40.76834,-73.92093
Manhattan,Upper East Side,40.77127,-73.95493
Manhattan,Greenwich Village,40.73002,-73.99804
Brooklyn,Bedford-Stuyvesant,40.68704,-73.95565
Brooklyn,Fort Greene,40.68707,-73.97345
Manhattan,Inwood,40.86739,-73.92
Brooklyn,Williamsburg,40.71592,-73.95666
Manhattan,East Harlem,40.79729,-73.93536999999998
Queens,Flushing,40.7547,-73.81238
Bronx,Throgs Neck,40.83051,-73.82511
Brooklyn,Bushwick,40.69811,-73.9311
Brooklyn,Williamsburg,40.70736,-73.95571
Brooklyn,Sunset Park,40.65969000000001,-73.99248
Brooklyn,East Flatbush,40.63683,-73.93123
Brooklyn,Bushwick,40.69976,-73.9319
Manhattan,Midtown,40.74384000000001,-73.98243000000002
Queens,Long Island City,40.75844,-73.93154
Brooklyn,Bensonhurst,40.60683,-73.99743000000002
Manhattan,Harlem,40.82843,-73.94672
Manhattan,Upper East Side,40.77895,-73.94974
Brooklyn,Canarsie,40.63895,-73.90868
Queens,Elmhurst,40.73218,-73.88461
Brooklyn,Bedford-Stuyvesant,40.68512,-73.93607
Brooklyn,Bedford-Stuyvesant,40.68539000000001,-73.94973
Brooklyn,Sunset Park,40.64478,-74.01318
Brooklyn,Crown Heights,40.66482,-73.95345
Manhattan,Upper East Side,40.76422,-73.96611999999998
Brooklyn,East Flatbush,40.6497,-73.94754
Manhattan,Harlem,40.80214,-73.95658
Queens,Long Island City,40.75027,-73.94236
Manhattan,Chelsea,40.75118,-73.99902
Queens,Richmond Hill,40.69482,-73.82551
Manhattan,Washington Heights,40.83827,-73.94393000000002
Queens,Forest Hills,40.71923,-73.85189
Queens,Flushing,40.74982,-73.8061
Manhattan,Harlem,40.81119,-73.94751
Brooklyn,Bushwick,40.69412,-73.91039
Manhattan,Midtown,40.76461,-73.98263
Manhattan,Hell's Kitchen,40.76224000000001,-73.99909
Brooklyn,Park Slope,40.66723,-73.97606999999998
Brooklyn,Crown Heights,40.67125,-73.95782
Brooklyn,Bushwick,40.69491,-73.92581
Manhattan,Upper East Side,40.76387,-73.9618
Brooklyn,Fort Hamilton,40.62327,-74.03543
Brooklyn,Park Slope,40.66682,-73.9768
Manhattan,Upper East Side,40.77559,-73.95033000000002
Queens,Ditmars Steinway,40.77204,-73.90868
Brooklyn,Crown Heights,40.671,-73.94703
Manhattan,Upper East Side,40.78285,-73.94875
Brooklyn,Bedford-Stuyvesant,40.68378,-73.95591999999998
Manhattan,Morningside Heights,40.81002,-73.95958
Brooklyn,Prospect-Lefferts Gardens,40.65585,-73.95581999999997
Brooklyn,Bushwick,40.68603,-73.91438000000002
Brooklyn,Prospect-Lefferts Gardens,40.66268,-73.94963
Queens,Long Island City,40.7476,-73.94433000000002
Brooklyn,Windsor Terrace,40.64882,-73.97629
Manhattan,Midtown,40.75452,-73.96634
Manhattan,Upper West Side,40.78841,-73.97461
Staten Island,Emerson Hill,40.60577,-74.12819
Queens,Long Island City,40.74617,-73.94645
Brooklyn,Bushwick,40.68923,-73.9154
Manhattan,Murray Hill,40.75071,-73.97995
Brooklyn,Bedford-Stuyvesant,40.69091,-73.93666999999998
Manhattan,Midtown,40.74683,-73.98761
Queens,Long Island City,40.75125,-73.93807
Brooklyn,Williamsburg,40.70602,-73.93821
Queens,Rosedale,40.65283,-73.73886999999998
Brooklyn,Bedford-Stuyvesant,40.69508,-73.93359
Manhattan,Midtown,40.75169,-73.97323
Brooklyn,Bushwick,40.68756,-73.91326
Brooklyn,Williamsburg,40.70821,-73.94274
Manhattan,East Harlem,40.79631,-73.94348000000002
Brooklyn,Gowanus,40.66724,-73.99328
Queens,Ditmars Steinway,40.77655,-73.91304000000002
Queens,Jackson Heights,40.74712,-73.89329000000002
Brooklyn,Williamsburg,40.71445,-73.94593
Manhattan,Roosevelt Island,40.76873,-73.94397
Manhattan,West Village,40.73179,-74.00106
Bronx,Kingsbridge,40.87271,-73.89972
Brooklyn,East New York,40.67061,-73.88004000000002
Bronx,University Heights,40.85484,-73.90646
Brooklyn,Windsor Terrace,40.65417,-73.97405
Brooklyn,Boerum Hill,40.68508,-73.98413000000002
Manhattan,Lower East Side,40.7197,-73.99331
Manhattan,Hell's Kitchen,40.7591,-73.98971
Bronx,University Heights,40.85624,-73.90946
Brooklyn,Bensonhurst,40.61767,-73.99176
Staten Island,Westerleigh,40.61357,-74.13566
Queens,Jamaica,40.69256,-73.79988
Brooklyn,Sunset Park,40.66134,-73.99619
Queens,Arverne,40.59486,-73.78856
Queens,Astoria,40.77126,-73.92088000000003
Brooklyn,Williamsburg,40.71358,-73.96519
Manhattan,Upper East Side,40.76269,-73.96053
Manhattan,Midtown,40.75169,-73.97116
Brooklyn,Crown Heights,40.6721,-73.95363
Brooklyn,Gowanus,40.67379,-73.9873
Brooklyn,Prospect Heights,40.67396,-73.96427
Staten Island,Tottenville,40.50873,-74.23914
Brooklyn,Clinton Hill,40.68277,-73.95886
Brooklyn,Bushwick,40.6949,-73.9116
Brooklyn,Williamsburg,40.70445,-73.94359
Brooklyn,Greenpoint,40.72506,-73.93802
Brooklyn,South Slope,40.66615,-73.98711999999998
Brooklyn,Gowanus,40.68318,-73.98578
Manhattan,Hell's Kitchen,40.76199,-73.98758000000002
Queens,Fresh Meadows,40.73862,-73.79184000000002
Brooklyn,Williamsburg,40.71893,-73.96231999999998
Brooklyn,Greenpoint,40.72257000000001,-73.94544
Brooklyn,Williamsburg,40.71706,-73.96423
Brooklyn,Bushwick,40.69481,-73.92244000000002
Manhattan,Flatiron District,40.74165,-73.98486
Queens,Long Island City,40.74285,-73.95597
Brooklyn,Bushwick,40.70075,-73.91644000000002
Manhattan,Harlem,40.81451,-73.94478000000002
Manhattan,East Village,40.72204,-73.97924
Manhattan,East Harlem,40.79475,-73.94247
Manhattan,Washington Heights,40.83318,-73.94081
Brooklyn,Williamsburg,40.7084,-73.9551
Brooklyn,Prospect-Lefferts Gardens,40.65704,-73.95756999999998
Brooklyn,Canarsie,40.62986,-73.90638
Manhattan,Battery Park City,40.71588,-74.01691
Manhattan,Kips Bay,40.74214,-73.98048
Manhattan,Hell's Kitchen,40.76619,-73.98987
Manhattan,West Village,40.73983,-74.00586
Brooklyn,Prospect-Lefferts Gardens,40.65871,-73.95263
Manhattan,Chelsea,40.74806,-73.99665
Manhattan,Lower East Side,40.7231,-73.9927
Manhattan,Chelsea,40.74183,-73.99878000000002
Manhattan,Upper East Side,40.77138,-73.95353
Manhattan,Harlem,40.80545,-73.95489
Queens,Astoria,40.77084,-73.92600999999998
Manhattan,Harlem,40.82634,-73.95061
Brooklyn,Williamsburg,40.72059,-73.95846999999998
Queens,Glendale,40.70388,-73.88011999999998
Manhattan,Lower East Side,40.71284,-73.99065999999998
Brooklyn,Williamsburg,40.70866,-73.95003
Manhattan,Upper West Side,40.77565,-73.98684
Brooklyn,Williamsburg,40.71099,-73.95267
Manhattan,Upper West Side,40.77317,-73.98729
Manhattan,Murray Hill,40.74736,-73.97838
Brooklyn,Bushwick,40.6948,-73.92093
Manhattan,Roosevelt Island,40.7687,-73.94308000000002
Manhattan,East Harlem,40.80244,-73.94409
Brooklyn,East New York,40.67249,-73.8782
Queens,Ozone Park,40.67488,-73.85568
Queens,Astoria,40.76877,-73.91237
Manhattan,Washington Heights,40.84977,-73.93536
Manhattan,Washington Heights,40.8336,-73.94088
Brooklyn,Bushwick,40.69441,-73.90881
Brooklyn,Bushwick,40.70674,-73.9201
Manhattan,East Village,40.72136,-73.97882
Brooklyn,Williamsburg,40.71199,-73.96316999999998
Brooklyn,Bedford-Stuyvesant,40.68054,-73.94129000000002
Queens,Jamaica,40.68347,-73.79460999999998
Manhattan,Morningside Heights,40.81192,-73.96164
Queens,Forest Hills,40.72902,-73.8474
Bronx,Clason Point,40.80652,-73.85311999999998
Brooklyn,Bedford-Stuyvesant,40.69144,-73.956
Queens,Flushing,40.75448,-73.82295
Queens,Long Island City,40.74286,-73.95416999999998
Manhattan,Lower East Side,40.72083,-73.99205
Manhattan,Washington Heights,40.85674,-73.93003
Manhattan,Murray Hill,40.74689,-73.97763
Manhattan,Battery Park City,40.71222,-74.01566
Brooklyn,Bushwick,40.69293,-73.9221
Manhattan,Upper West Side,40.7951,-73.96675
Brooklyn,Crown Heights,40.66593,-73.95535
Brooklyn,Bedford-Stuyvesant,40.6896,-73.9266
Manhattan,Washington Heights,40.84733,-73.93445
Manhattan,East Village,40.72669000000001,-73.98864
Brooklyn,Williamsburg,40.7102,-73.96024
Brooklyn,Williamsburg,40.71118,-73.9608
Brooklyn,Bedford-Stuyvesant,40.68633,-73.93972
Brooklyn,Crown Heights,40.6721,-73.96159
Bronx,Wakefield,40.90281,-73.85200999999998
Manhattan,Financial District,40.70857,-74.01005
Brooklyn,Bedford-Stuyvesant,40.69097,-73.94721
Brooklyn,Bushwick,40.69628,-73.93068000000002
Brooklyn,Cobble Hill,40.68569,-73.99573000000002
Manhattan,Harlem,40.81515,-73.9421
Brooklyn,Williamsburg,40.71122,-73.93946
Brooklyn,Crown Heights,40.66413,-73.95125999999998
Queens,Flushing,40.76796,-73.81732
Brooklyn,Bedford-Stuyvesant,40.68932,-73.94946999999998
Manhattan,East Harlem,40.79632,-73.93387
Manhattan,Inwood,40.86556,-73.92656
Manhattan,Hell's Kitchen,40.75964000000001,-73.99070999999998
Manhattan,Washington Heights,40.84202,-73.94171
Manhattan,Greenwich Village,40.73647,-73.99699
Brooklyn,Crown Heights,40.66496,-73.93241
Queens,Richmond Hill,40.69502,-73.8252
Manhattan,Roosevelt Island,40.76548,-73.94675
Brooklyn,Bedford-Stuyvesant,40.69297,-73.95158
Manhattan,Greenwich Village,40.72951,-73.99996999999998
Queens,Astoria,40.75539000000001,-73.91311
Brooklyn,Bushwick,40.68748,-73.90751
Manhattan,Harlem,40.82088,-73.9523
Manhattan,Upper West Side,40.78773,-73.97022
Manhattan,East Village,40.72529,-73.98655
Brooklyn,Prospect Heights,40.67245,-73.96358000000002
Manhattan,Upper West Side,40.79312,-73.96595
Manhattan,Harlem,40.80729,-73.94763
Manhattan,Hell's Kitchen,40.76398,-73.986
Brooklyn,Greenpoint,40.73453,-73.95795
Manhattan,East Village,40.7242,-73.98209
Manhattan,Midtown,40.75609,-73.96941
Manhattan,Hell's Kitchen,40.76441,-73.99436999999998
Manhattan,East Harlem,40.80746,-73.94001
Brooklyn,Bushwick,40.6951,-73.92983000000002
Brooklyn,Bushwick,40.70114,-73.91763
Manhattan,Murray Hill,40.74763,-73.97601999999998
Brooklyn,Williamsburg,40.71172,-73.94143000000003
Manhattan,Lower East Side,40.71884,-73.99076
Brooklyn,Williamsburg,40.71189,-73.93881
Brooklyn,South Slope,40.66744,-73.98798000000002
Brooklyn,Kensington,40.63417000000001,-73.97541
Manhattan,Midtown,40.74842,-73.98541999999998
Manhattan,Murray Hill,40.74846,-73.9758
Brooklyn,Bushwick,40.69983,-73.91613000000002
Queens,Richmond Hill,40.70288,-73.81955
Bronx,Bronxdale,40.85168,-73.86659
Manhattan,Midtown,40.75488,-73.97134
Brooklyn,Bushwick,40.69446,-73.92486
Queens,Sunnyside,40.74242,-73.92596999999998
Manhattan,Hell's Kitchen,40.75625,-73.99336
Brooklyn,Fort Greene,40.68966,-73.97381999999998
Brooklyn,Williamsburg,40.71885,-73.95444
Brooklyn,Prospect-Lefferts Gardens,40.65512,-73.96186
Brooklyn,Bushwick,40.68615,-73.9141
Brooklyn,Bedford-Stuyvesant,40.69369,-73.93454
Manhattan,East Harlem,40.79771,-73.94833
Brooklyn,Flatbush,40.65067,-73.96061999999998
Manhattan,Chinatown,40.71595,-73.99329
Brooklyn,Midwood,40.61402,-73.94467
Brooklyn,Williamsburg,40.71033,-73.95026
Manhattan,Inwood,40.86665,-73.92695
Manhattan,Inwood,40.86822,-73.92048
Manhattan,Upper West Side,40.79155,-73.97315
Manhattan,Greenwich Village,40.73095,-73.99413
